# CSV-File created with merge-csv.com
# -----------------------------------------------------------

UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Nuha,@Nurr_hlmh,2020-10-15T11:42:47.000Z,"Nuha
@Nurr_hlmh
·
15 Okt 2020","Membalas 
@tsalasatun_
Sama aku tu, pa lagi waktu magang malah diperpanjang blm boleh narik mang
1",🤐,1,,,[],https://twitter.com/Nurr_hlmh/status/1316706082128048129
.,@scandynoviaa,2020-10-15T14:04:06.000Z,".
@scandynoviaa
·
15 Okt 2020","Membalas 
@diancitap
Ya allah masih mikir magang",,,,,[],https://twitter.com/scandynoviaa/status/1316741642116763654
wishing to get ROG Strix G15 G513RM soon,@catsandkatzen,2020-10-15T16:25:53.000Z,"wishing to get ROG Strix G15 G513RM soon
@catsandkatzen
·
15 Okt 2020","beberapa kali ke sana, ketemu orang Indonesia yang nampaknya lagi magang atau praktek kerja rata-rata ditempatinnya di outskirts alias kota-kota yang lebih kecil. Jadi ya jangan harap bakal ditaro di kota besar. Gue sih udah bayangin pasti menyendiri banget hidupnya.
1",🤲,1,,,[],https://twitter.com/catsandkatzen/status/1316777324012953601
Rza Kumar,@rzakumar,2020-10-15T07:19:41.000Z,"Rza Kumar
@rzakumar
·
15 Okt 2020","Membalas 
@Egyghaffarf
Jungler magang. Kagak ngerti ward. Susah dah..
1",,1,,,[],https://twitter.com/rzakumar/status/1316639869842538498
Apil,@Faitopil,2020-10-15T02:20:42.000Z,"Apil
@Faitopil
·
15 Okt 2020","Membalas 
@ergiiiiiii
 dan 
@hrdbacot
Beresin dulu magang lu woe wkwk
1",,1,,,[],https://twitter.com/Faitopil/status/1316564629301067777
Pamungkas Adiputra,@apamungkasa,2020-10-15T10:19:12.000Z,"Pamungkas Adiputra
@apamungkasa
·
15 Okt 2020","#Magang #Internship - Grab Indonesia - Copywriter - Jakarta
2
4",,,2,4,['https://pbs.twimg.com/media/EkXOEGyVkAETgF1?format=jpg&name=small'],https://twitter.com/apamungkasa/status/1316685045487214593
TeddyBer,@teddybanget,2020-10-15T17:07:46.000Z,"TeddyBer
@teddybanget
·
16 Okt 2020","Membalas 
@alyapedia
 @remarsyu
 dan 
@iBayem
Kulo admin magang papen.. gusTed sampun kelon..eeh tilem..
1",🙏,1,,,[],https://twitter.com/teddybanget/status/1316787864839938048
Pamungkas Adiputra,@apamungkasa,2020-10-15T07:41:29.000Z,"Pamungkas Adiputra
@apamungkasa
·
15 Okt 2020","#Magang #Internship - http://Mamikos.com - Copywriter - Jakarta
1
7",,,1,7,['https://pbs.twimg.com/media/EkWp97ZU8AUn0la?format=jpg&name=small'],https://twitter.com/apamungkasa/status/1316645353723109377
Pamungkas Adiputra,@apamungkasa,2020-10-16T02:52:26.000Z,"Pamungkas Adiputra
@apamungkasa
·
16 Okt 2020","#Magang #Internship - PT Mesail Cantik Indonesia - Graphic Designer - Jakarta
2",,,,2,['https://pbs.twimg.com/media/EkaxZVgVcAAw73V?format=jpg&name=small'],https://twitter.com/apamungkasa/status/1316935000609202177
jumping smash,@Jumpsmash_,2020-10-16T08:18:52.000Z,"jumping smash
@Jumpsmash_
·
16 Okt 2020","awkward adalah ketika lo wawancara magang, hrdnya kating lo sendiri",🙂,,,,[],https://twitter.com/Jumpsmash_/status/1317017150037504000
iya,@rkstmfrl,2020-10-16T04:29:27.000Z,"iya
@rkstmfrl
·
16 Okt 2020","Aku yg modal nontonin youtube aja tau uang segitu buat buruh lulusan smk/sma itu ga banyak banyak banget kalo di Jepang.
Banyak kok channel tentang orang yg kerja/magang di jepang
Yg ku tonton si kebanyakan di pertanian sama industri apa gitu misal kaca, baja, alumunium.
Strategi + Bisnis
@Strategi_Bisnis
 · 15 Okt 2020
UMR buruh di Jepang rata2 Rp 20 juta/bulan. 
Krn negaranya menua, mrka butuh anak2 muda lulusan SMK buat kerja disana. 
Di video ini, ada info dimana daftarnya. 
Mari kita pindah kerja ke Jepang. 
Arigato.
Tampilkan utas ini
1",,1,,,"['https://pbs.twimg.com/profile_images/1431786468276506625/rAKQ_rMB_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1316688842095697924/pu/img/Ho0c2YnYNCDzHIjp.jpg']",https://twitter.com/rkstmfrl/status/1316959417468899328
asil,@axchp_,2020-10-16T12:05:32.000Z,"asil
@axchp_
·
16 Okt 2020","Seharian mikir magang, sampek budhe ku khawatir aku ga makan:""(",,,,,[],https://twitter.com/axchp_/status/1317074195306541057
Fani Fadilla,@fanifadillaa,2020-10-16T10:50:08.000Z,"Fani Fadilla
@fanifadillaa
·
16 Okt 2020","Dosen : selesain semuanya semester ini aja (magang, ta) biar smtr depan ga ngapa ngapain
Me : iya ya pak biar tinggal kipas² 
Dlm hati (omg gils aminin aja dulu!) 
2",🥺,2,,,[],https://twitter.com/fanifadillaa/status/1317055217590964224
serein,@kupelukbumi,2020-10-16T06:22:57.000Z,"serein
@kupelukbumi
·
16 Okt 2020","Membalas 
@hrdbacot
Magang 3 bulanan sudah cukup sih buat menuh menuhin portofolio
1",,,,1,[],https://twitter.com/kupelukbumi/status/1316987979546546176
ndra perkasa,@ndraperkasa,2020-10-16T14:26:00.000Z,"ndra perkasa
@ndraperkasa
·
16 Okt 2020","Membalas 
@zkfezf
Anti dokter gigi sy mah padahal banyak drg nu lagi magang ka rmh keketok nyari pasen
1",😁 😁,1,,,[],https://twitter.com/ndraperkasa/status/1317109544862978048
f i f i i,@julpianaaa,2020-10-16T05:18:56.000Z,"f i f i i
@julpianaaa
·
16 Okt 2020","Membalas 
@afifahshafau
update sementara 2/6, lanjut magang sek wkwkw
1",🌻,,,1,[],https://twitter.com/julpianaaa/status/1316971868667191301
JOGJADRIVER as GUIDE,@drvtheexplorer,2020-10-16T05:31:39.000Z,"JOGJADRIVER as GUIDE
@drvtheexplorer
·
16 Okt 2020","Membalas 
@christopatiung
Maaf kami sistem one gate one officer.
Tidak menerima anak magang.",,,,,[],https://twitter.com/drvtheexplorer/status/1316975070149890048
rheabela,@rheabela1,2020-10-16T07:02:42.000Z,"rheabela
@rheabela1
·
16 Okt 2020","Membalas 
@TxtdariHI
Waktu magang, milih di ICRC. Padahal mereka ga nerima anak magang kecuali dari kampus yg udh kerjasama sama mereka. Modal nekat eehh keterima juga. Super bahagia
3
1
5",,3,1,5,[],https://twitter.com/rheabela1/status/1316997984064733184
TeddyBer,@teddybanget,2020-10-16T13:53:44.000Z,"TeddyBer
@teddybanget
·
16 Okt 2020","Membalas 
@lentera
 dan 
@apri_adi08
Yagini tadz.. magang dianggep sodara.. honore kusplesan... Kapan...kapaaaan...
1
1",🎼 🎶,1,1,,[],https://twitter.com/teddybanget/status/1317101422421307393
教练 Gaida盖达鬼滅,@gaidagegiver4,2020-10-16T03:47:11.000Z,"教练 Gaida盖达鬼滅
@gaidagegiver4
·
16 Okt 2020","Membalas 
@sisthaaaaa
bener ga pernah d bahas, masalah  orang asing secara umum dan kendala teknisnya, padahal gaji yg kesannya besar itu lebih karena kurs rupiah yg anjlok, kecuali jadi mahasiswa yg dapet beasiswa full dn bisa magang sana sini baru ok",🦅,,,,[],https://twitter.com/gaidagegiver4/status/1316948781800312832
TeddyBer,@teddybanget,2020-10-16T13:40:23.000Z,"TeddyBer
@teddybanget
·
16 Okt 2020","Membalas 
@lentera
 dan 
@apri_adi08
Bapak mertua tadz...
.
.
.
Rio, 22 taon. Admin umpung, baru magang~
1",,1,,,[],https://twitter.com/teddybanget/status/1317098062381158403
Sakit Gigi selalu,@dresanalaa,2020-10-17T14:43:26.000Z,"Sakit Gigi selalu
@dresanalaa
·
17 Okt 2020","Honestly, selama w magang w boker di kantor mulu soalnya sarapan. 
Kalo ga dimakan ntar emak sedih
pokemon sedih
@aldapstsr
 · 17 Okt 2020
mang napa si klo kita berak di wc mall?????
1",,,,1,['https://pbs.twimg.com/profile_images/1527677595873320961/F75gQp9l_mini.jpg'],https://twitter.com/dresanalaa/status/1317476317353267200
Andriyani N. Soler,@anbmbonmbon,2020-10-17T14:02:42.000Z,"Andriyani N. Soler
@anbmbonmbon
·
17 Okt 2020","Membalas 
@hanggarale
Hah emg lu pernah magang di bdg?
Jaman itu uda ada bolen lilit blom?",,,,,[],https://twitter.com/anbmbonmbon/status/1317466069599088640
blysee,@donatmanisss,2020-10-18T09:41:03.000Z,"blysee
@donatmanisss
·
18 Okt 2020",Awalnya ngeluh magang kok lama bgt si 45 hari. Sekarang malah sedih berasa cepet bgt tinggal seminggu. Dan magang yg ku kira bikin pusing nyatanya enjoy aja.,,,,,[],https://twitter.com/donatmanisss/status/1317762608372461568
fjrynaf,@iyannn___,2020-10-18T14:56:18.000Z,"fjrynaf
@iyannn___
·
18 Okt 2020","Ternyata magang sambil kuliah tuh cape ya. Cape tenaga dan pikiran. 
Mana badan pegel bgt lagi..
Tahaan kurang dari sebulan lagi kok.",,,,,[],https://twitter.com/iyannn___/status/1317841944995721216
Pororo ❼,@yogapor,2020-10-18T16:09:55.000Z,"Pororo ❼
@yogapor
·
18 Okt 2020","Hari ini :
Prakmen 1 
Pemasaran Global 
Manj Pemasaran 3 
Perilaku Konsumen 
Prakmen 2 
Yang belom :
Revisi Laporan Magang 
2",✅ ✅ ✅ ✅ ✅ ❌,2,,,[],https://twitter.com/yogapor/status/1317860472633241607
Imelda Yuliani,@imeldayulianiii,2020-10-18T00:31:13.000Z,"Imelda Yuliani
@imeldayulianiii
·
18 Okt 2020","Proxy war yg sempat kudengar di tahun 2015 (dari pembicara seorang TNI) pas magang di Elnusa, ternyata benar adanya.
Pelan-pelan tapi pasti. Gila!",,,,,[],https://twitter.com/imeldayulianiii/status/1317624239533346817
,@sahidnadief,2020-10-18T16:18:03.000Z,"@sahidnadief
·
18 Okt 2020","Membalas 
@_edgarbaskoro
makanya kakashi milih magang aja yak",🆔,,,,[],https://twitter.com/sahidnadief/status/1317862518635728896
Pamungkas Adiputra,@apamungkasa,2020-10-18T10:16:22.000Z,"Pamungkas Adiputra
@apamungkasa
·
18 Okt 2020","#Magang #Internship - NAS UX Consultant - UX Researcher - Paid Internship - Jakarta - https://notion.so/UX-Research-Intern-Vacancy-406945e4ffbe4a4aa85cfa539e063253…
2
2",,,2,2,['https://pbs.twimg.com/media/EkmqLurU0AEZ56j?format=jpg&name=small'],https://twitter.com/apamungkasa/status/1317771496270434304
Puput,@Agungqillah,2020-10-19T14:24:40.000Z,"Puput
@Agungqillah
·
19 Okt 2020","[INTERNSHIP OPPORTUNITIES]⁣
⁣
@surplus_ID
 mencari karyawan magang untuk berkarir & berkolaborasi bersama Surplus Family guna memerangi masalah food waste & food loss di Indonesia!
Join with us!
Boleh RTnya mincot 
@hrdbacot
 @ezash
 
Media berikut mengandung konten yang mungkin sensitif. Ubah pengaturan
Lihat
5
45
128",,5,45,128,[],https://twitter.com/Agungqillah/status/1318196372567252992
Putro Adi,@PutroAdi_07,2020-10-19T13:53:56.000Z,"Putro Adi
@PutroAdi_07
·
19 Okt 2020","Info magang dong cuy, buat anak"" dkv
6
1
6",,6,1,6,[],https://twitter.com/PutroAdi_07/status/1318188635468955648
Nisha,@Am_Annisha,2020-10-19T10:15:08.000Z,"Nisha
@Am_Annisha
·
19 Okt 2020","Maaf ikut nimbrung ya kak. Saya Wanita, usia 23 tahun, lulusan S1 Psikologi. Memiliki pengalaman magang di PT menjadi admin engineering, guru di SLB dan Guru Preeschool English. Mungkin ada lowongan menjadi admin atau pegawai sesuai pengalaman saya di Jabodetabek. Terimakasih
6
13
17",,6,13,17,[],https://twitter.com/Am_Annisha/status/1318133575548502016
Pamungkas Adiputra,@apamungkasa,2020-10-19T05:23:54.000Z,"Pamungkas Adiputra
@apamungkasa
·
19 Okt 2020",#Magang #Internship - http://Mamikos.com - Jakarta/Yogyakarta,,,,,['https://pbs.twimg.com/media/Ekqw1gkUUAALRZe?format=jpg&name=small'],https://twitter.com/apamungkasa/status/1318060281143062528
Soraya Ramadhani,@6uaya,2020-10-19T14:29:18.000Z,"Soraya Ramadhani
@6uaya
·
19 Okt 2020","Malem² dapet foto waktu magang di mekarsari tahun 2008 dari teman tersayangkuuu 
1
1",🐊 ❤,1,,1,"['https://pbs.twimg.com/media/EkstqmTVoAIKd7Y?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EkstqwVU0AIumH9?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ekstq7tUYAEX8jC?format=jpg&name=360x360']",https://twitter.com/6uaya/status/1318197535597457408
Pamungkas Adiputra,@apamungkasa,2020-10-19T15:44:21.000Z,"Pamungkas Adiputra
@apamungkasa
·
19 Okt 2020","#Loker #Lokercot - Bank Jateng - Magang Dharma - http://rekrutmen.bankjateng.co.id
1",,,,1,['https://pbs.twimg.com/media/Eks-1_jU8AAeBS_?format=jpg&name=small'],https://twitter.com/apamungkasa/status/1318216425484414977
mrs.Aladinnextbye,@121skyq,2020-10-19T14:27:45.000Z,"mrs.Aladinnextbye
@121skyq
·
19 Okt 2020","asik magang kelar bs tdr lg abis shbhan hyunk
1",,1,,,[],https://twitter.com/121skyq/status/1318197147494359040
AKU,@MunaNuzulia,2020-10-19T14:06:00.000Z,"AKU
@MunaNuzulia
·
19 Okt 2020","Ditawari temen kerja di bank b*i. Sistemnya magang dulu 2 atau 3th dulu baru diangkat kontrak. Total 5th baru tetap dan ga ada target. Ntar pas magang gajinya megang hampir 4jt. Gajinya si bukan main, belum bonusnya bisa belasan 
Tp aku mikir kapan aku rabi
1",,1,,,[],https://twitter.com/MunaNuzulia/status/1318191675101966339
dest,@destariocta,2020-10-19T04:58:08.000Z,"dest
@destariocta
·
19 Okt 2020","Hei inget, semester 7 mu baru kelar presentasi artikel doang. Masih ada laporan magang, proposal penelitian, kursus dan tes toefl, proker flp, antologi puisi, kelas dan lomba nulis. Semuanya amanah yg harus dipertanggungjawabkan, masih males malesan rebahan? Sadar yok",🙂,,,,[],https://twitter.com/destariocta/status/1318053797650862081
Masih akun misuh2,@singgihprr,2020-10-19T11:42:03.000Z,"Masih akun misuh2
@singgihprr
·
19 Okt 2020","jangan lupa sidang magang yang gajelas kapannya :)
1
2",,1,,2,[],https://twitter.com/singgihprr/status/1318155447224860674
Gerral,@Gerrysalutyahud,2020-10-19T01:20:05.000Z,"Gerral
@Gerrysalutyahud
·
19 Okt 2020","Membalas 
@muacciato
Masih magang?
1",♏,1,,,[],https://twitter.com/Gerrysalutyahud/status/1317998922741116929
Dodong Cahyono,@dodongc,2020-10-19T11:03:35.000Z,"Dodong Cahyono
@dodongc
·
19 Okt 2020",Ada temennya temen yg bisnisnya rekrutmen dan koodinasi magang ini.. cukup lukratif tampaknya.,,,,,[],https://twitter.com/dodongc/status/1318145766385352706
SanDy-ทราย,@sandyprwasastra,2020-10-19T11:53:12.000Z,"SanDy-ทราย
@sandyprwasastra
·
19 Okt 2020","Membalas 
@SMESTERDUAPULUH
 dan 
@alvynos_
Aji aji magang tu
1",,1,,,[],https://twitter.com/sandyprwasastra/status/1318158255042908160
SanDy-ทราย,@sandyprwasastra,2020-10-19T12:05:32.000Z,"SanDy-ทราย
@sandyprwasastra
·
19 Okt 2020","Membalas 
@SMESTERDUAPULUH
 dan 
@alvynos_
Tu kama ji magang jdiee kok k percetakan lai bsa tu
1",,1,,,[],https://twitter.com/sandyprwasastra/status/1318161358886637568
Dodong Cahyono,@dodongc,2020-10-19T10:46:32.000Z,"Dodong Cahyono
@dodongc
·
19 Okt 2020",bwahaha...padahal sama2  sama aja ya.. cuman yg gw denger pada puas tuh  yg magang di sana.,,,,,[],https://twitter.com/dodongc/status/1318141474765119489
Dodong Cahyono,@dodongc,2020-10-19T09:40:26.000Z,"Dodong Cahyono
@dodongc
·
19 Okt 2020","Oo yg program magang itu yg program SMA/SMK bukan sih, ada saudara dari Banyuwangi pernah ikut.",,,,,[],https://twitter.com/dodongc/status/1318124841807933441
Aoi,@aoi_usagi79,2020-10-19T00:25:14.000Z,"Aoi
@aoi_usagi79
·
19 Okt 2020","Membalas 
@uknee11
 dan 
@thetimetrappers
Iya donk bebas tugas
Sampel sepi, klopun ada OB & honorer lain pd suka magang d situ. 
Rekap udah ga dipake...wkwkw...wfh lgi ah.",🍁,,,,[],https://twitter.com/aoi_usagi79/status/1317985120209391616
afsekartiara,@Xeexar_a,2020-10-20T07:48:01.000Z,"afsekartiara
@Xeexar_a
·
20 Okt 2020","Baru dimimpiin td pagi lagi magang, eh td dpt panggilan interview wkwk
1",,1,,,[],https://twitter.com/Xeexar_a/status/1318458940045234178
super win bismillah,@zainulhadi18,2020-10-20T15:49:53.000Z,"super win bismillah
@zainulhadi18
·
20 Okt 2020","Malam ini hujan nya awet .. besok pagi daerah Imogiri, Kaliurang atas pasti syahdu berkabut...
Pengen jalan jalan refreshing...
Syg nya dia magang.. duhh",,,,,[],https://twitter.com/zainulhadi18/status/1318580203363266560
Abigail Pramesi,@pramesiii,2020-10-20T16:44:12.000Z,"Abigail Pramesi
@pramesiii
·
20 Okt 2020","Kayak semua tuh udah di garisin dan indah banget rencanya. Karena gw setelah lulus boleh coba magang sesuai jurusan gw dulu ngicipin deh apakah beneran ini yang gw mau? Tapi tetep life purpose yang tadi kebangun ga terpenuhi
1",,1,,,[],https://twitter.com/pramesiii/status/1318593872495218688
yipia,@lifiamonica,2020-10-20T15:24:10.000Z,"yipia
@lifiamonica
·
20 Okt 2020","20 okt (3) - tapi gud news nya mnrt yosi aku better semenjak magang wuakaka aku bs super ramah & akrab di depan org yg gak aku suka, dan itu bikin dia amaze dan dlm hati ketawa ngeliat tingkah ku yg ngeselin beut wuakaka - 
1",🤣,1,,,[],https://twitter.com/lifiamonica/status/1318573733506732033
tissue magic,@wildannjo,2020-10-20T07:16:01.000Z,"tissue magic
@wildannjo
·
20 Okt 2020","Membalas 
@JeromePolin
Harta tahta magang di POLDA",,,,,[],https://twitter.com/wildannjo/status/1318450886121697282
txtdaripije,@pijepedia,2020-10-20T15:38:31.000Z,"txtdaripije
@pijepedia
·
20 Okt 2020","Membalas 
@pijepedia
 dan 
@worksfess
pas smk aku magang di pemerintahan tp menurut ku gaenak. kerjaannya dikit jadi yg dikuasain juga dikit. ntah karna aku masih anak smk kali ya jd dikasih kerjaan ga banyak. cuma ya menurutku mah enakan udh kerja sih masalah nilai bisa nego sama bos wkwk",,,,,[],https://twitter.com/pijepedia/status/1318577344982863872
ففس فبرينوهيونت,@empuss_,2020-10-20T10:48:01.000Z,"ففس فبرينوهيونت
@empuss_
·
20 Okt 2020","@septianirahmat1
 ehh partner magang. Flbcak dong 
1",🤭,1,,,[],https://twitter.com/empuss_/status/1318504238075375617
Pamungkas Adiputra,@apamungkasa,2020-10-21T14:42:36.000Z,"Pamungkas Adiputra
@apamungkasa
·
21 Okt 2020","#Magang #Internship - Adira Finance - Jakarta Selatan
3
22",,,3,22,"['https://pbs.twimg.com/media/Ek3D4FvUUAEffoQ?format=jpg&name=small', 'https://pbs.twimg.com/media/Ek3D440UYAAblOd?format=jpg&name=small']",https://twitter.com/apamungkasa/status/1318925660761464834
Adrieeellll,@reeubeenn,2020-10-21T01:41:53.000Z,"Adrieeellll
@reeubeenn
·
21 Okt 2020","magang di radio asik juga kali ya
3",👍 🔥,,,3,['https://pbs.twimg.com/ext_tw_video_thumb/1318729066065768448/pu/img/oPjQDvNU0amQe17k.jpg'],https://twitter.com/reeubeenn/status/1318729184387100672
Farrel,@farrellfzn,2020-10-21T02:12:15.000Z,"Farrel
@farrellfzn
·
21 Okt 2020","Salah gak sih gue dan mahasiswa angkatan 2017 lainnya minta libur dulu sekejap? Kek abis kkn terus corona terus harus magang terus harus up sama skripsi
Capek bgt gitu
1
1
5",,1,1,5,[],https://twitter.com/farrellfzn/status/1318736826593546240
Rands & Lons,@ThisIsLons,2020-10-21T10:10:34.000Z,"Rands & Lons
@ThisIsLons
·
21 Okt 2020","Bisa2 nya pulang magang kejebak ujan, dan kanan - kiri nggak ada tukang kopi lagih 
1
4",🤡 😩 😩,1,,4,['https://pbs.twimg.com/media/Ek2Fn-lVgAIPazQ?format=jpg&name=small'],https://twitter.com/ThisIsLons/status/1318857201771966464
3,@thirdrahman,2020-10-21T01:59:43.000Z,"3
@thirdrahman
·
21 Okt 2020",Magang dan freelance adalah jalan ninja ku,,,,,['https://pbs.twimg.com/media/Ek0VSN-U8AA7FoH?format=jpg&name=360x360'],https://twitter.com/thirdrahman/status/1318733675240988673
Adrieeellll,@reeubeenn,2020-10-21T01:41:40.000Z,"Adrieeellll
@reeubeenn
·
21 Okt 2020",pengen magang jadi penyiar radio deh,👍 🔥,,,,[],https://twitter.com/reeubeenn/status/1318729130238648321
Kak Ros®,@RossyBmba46,2020-10-21T10:44:57.000Z,"Kak Ros®
@RossyBmba46
·
21 Okt 2020","Terima kasih yang tidak terkirakan dari Gusti Moho Agung Allah SWT, Mama, Papa, Kakak, Abang, Ponakan, Sahabat, Dosen pembimbing, Dosen, Temen dan semuanya yang terlibat dalam saya belajar, magang, hingga penuntasan Tesis saya. Semoga Sehat selalu. Amiin...",,,,,['https://pbs.twimg.com/media/Ek2NgIWVgAA-RHB?format=jpg&name=small'],https://twitter.com/RossyBmba46/status/1318865852519776261
God Of Wine,@dionisiusdon,2020-10-21T14:31:51.000Z,"God Of Wine
@dionisiusdon
·
21 Okt 2020","Demi apapun ngerjain magang ama sempro mager banget gimana ni
2",,,2,,[],https://twitter.com/dionisiusdon/status/1318922953204006912
єℓιуαηα,@eliyanasrini,2020-10-21T14:15:03.000Z,"єℓιуαηα
@eliyanasrini
·
21 Okt 2020","Selama gue pindah pindah kerja berkali kali, cuma 3 deng kerjaan yg nyaman. Sama 1 lg wktu itu sih cuma magang di kantor asuransi",,,,,[],https://twitter.com/eliyanasrini/status/1318918728134782979
Yuli 'G' Soenarno,@keepshake,2020-10-21T23:15:32.000Z,"Yuli 'G' Soenarno
@keepshake
·
22 Okt 2020",Esuk esuk wes mbajing2ke cah magang ,😭,,,,[],https://twitter.com/keepshake/status/1319054743818305536
akuopi,@nrhffh_,2020-10-21T10:11:21.000Z,"akuopi
@nrhffh_
·
21 Okt 2020","Makin lama makin yakin buat nyoba daftar magang ke jepang, pake usaha yg mana aja semoga ada rezeky nya hehe
1",🥀,1,,,[],https://twitter.com/nrhffh_/status/1318857397218144256
Gerral,@Gerrysalutyahud,2020-10-21T03:12:57.000Z,"Gerral
@Gerrysalutyahud
·
21 Okt 2020","Membalas 
@muacciato
Ga magang",♏,,,,[],https://twitter.com/Gerrysalutyahud/status/1318752105914454017
hansol,@cupbulat,2020-10-21T12:39:31.000Z,"hansol
@cupbulat
·
21 Okt 2020","@ezash
 bang gimana caranya membuat laporan magang yang baik dan benar?",,,,,[],https://twitter.com/cupbulat/status/1318894685042061312
Pamungkas Adiputra,@apamungkasa,2020-10-21T05:23:27.000Z,"Pamungkas Adiputra
@apamungkasa
·
21 Okt 2020","#Magang #Internship - Grab Indonesia - Social Media Management - 3 months
3
5",,,3,5,['https://pbs.twimg.com/media/Ek1Dy21VoAA89G2?format=jpg&name=small'],https://twitter.com/apamungkasa/status/1318784946736017409
manusia,@ayamcekil,2020-10-22T14:38:06.000Z,"manusia
@ayamcekil
·
22 Okt 2020","Mending magang nang kene 
@nukamhar
 @anggerroo @dillaromeinaa
CNN Indonesia
@CNNIndonesia
 · 22 Okt 2020
Ratu Elizabeth II baru saja membuka lowongan pekerjaan sebagai pembantu magang yang akan ditugaskan untuk membersihkan dan merapihkan Kastil Windsor.
https://wolipop.detik.com/worklife/d-5223513/ratu-elizabeth-ii-cari-pembantu-magang-untuk-istana-gajinya-rp-364-juta?utm_campaign=detikcomsocmed&utm_medium=oa&utm_term=crosspromo…
1",,1,,,['https://pbs.twimg.com/profile_images/669793728970682369/CaHHKPMc_mini.png'],https://twitter.com/ayamcekil/status/1319286917276430341
pitt,@fitriyuliasa,2020-10-22T10:36:27.000Z,"pitt
@fitriyuliasa
·
22 Okt 2020","Jadi emang bener"" real bapak dosenkuu.. aku ketika magang nulis artikel santuy blablablaa, tbtb selese magang, KKN suruh bikin laporan kaget banget tulisannya bisa berubah gini :))",,,,,[],https://twitter.com/fitriyuliasa/status/1319226104033415168
Armand Bennington,@ini_armand,2020-10-22T16:20:51.000Z,"Armand Bennington
@ini_armand
·
22 Okt 2020","Membalas 
@ini_armand
 dan 
@detikcom
Itu yg nulis draf UU di dpr bocah magang apa gimana pak? 
Lupa ukuran kertas, formatting, margin de el el. 
DPR ku malu maluin asli. 
Dulu belajar KKPI nggak sih???
1
2",,1,,2,[],https://twitter.com/ini_armand/status/1319312775118606338
ᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠMU_ASUTENANAN,@AndriSurip,2020-10-22T04:10:33.000Z,"ᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠMU_ASUTENANAN
@AndriSurip
·
22 Okt 2020","Membalas 
@herrput
 @sebagaiiklan
 dan 
@PNS_Ababil
Ah apaan dimonopoli bangpeg anak magang itu.. Tidak terdistribusi dengan baik.. Wkwkwkwkw
1",,1,,,[],https://twitter.com/AndriSurip/status/1319128988023803907
Pamungkas Adiputra,@apamungkasa,2020-10-22T12:49:17.000Z,"Pamungkas Adiputra
@apamungkasa
·
22 Okt 2020","#Magang #Internship - Decathlon - MarCom - AlSut
6",,,,6,['https://pbs.twimg.com/media/Ek7zh7rVMAAcF9h?format=jpg&name=900x900'],https://twitter.com/apamungkasa/status/1319259531025600512
Pamungkas Adiputra,@apamungkasa,2020-10-23T01:50:33.000Z,"Pamungkas Adiputra
@apamungkasa
·
23 Okt 2020","#Magang #Internship - Zalora - PR & SocMed - Jakarta Selatan
1
3
6",,1,3,6,['https://pbs.twimg.com/media/Ek-mWNEUwAAxeQ9?format=jpg&name=small'],https://twitter.com/apamungkasa/status/1319456141731004416
Pamungkas Adiputra,@apamungkasa,2020-10-23T12:13:16.000Z,"Pamungkas Adiputra
@apamungkasa
·
23 Okt 2020","#Magang #Internship - Detikcom
4",,,,4,"['https://pbs.twimg.com/media/ElA04AFVgAE854N?format=jpg&name=360x360', 'https://pbs.twimg.com/media/ElA04ylU8AEBpnN?format=jpg&name=360x360']",https://twitter.com/apamungkasa/status/1319612853863608321
aku,@penting_gaksihh,2020-10-23T07:57:41.000Z,"aku
@penting_gaksihh
·
23 Okt 2020","Tadi waktu mereka foto bareng, ku masih magang. Sekarang dah pulang beberapa. Ga pernah lengkap emang
1
1",🙂,,1,1,"['https://pbs.twimg.com/media/Ek_6WmkVgAMafCG?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ek_6XZMU8AUyNBg?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ek_6YcOVMAIQCcm?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ek_6ZIyU0AIU9j2?format=jpg&name=360x360']",https://twitter.com/penting_gaksihh/status/1319548537374265344
.fffeb,@sgfebby27,2020-10-23T09:47:54.000Z,".fffeb
@sgfebby27
·
23 Okt 2020",Magang hari ini di departemen LRT,,,,,['https://pbs.twimg.com/media/ElAToFHWkAAwuvt?format=jpg&name=small'],https://twitter.com/sgfebby27/status/1319576273212104704
MR. R,@Ridwan_mrr,2020-10-23T12:00:01.000Z,"MR. R
@Ridwan_mrr
·
23 Okt 2020",Sedihh dah pokoknya dah mau berakhir. Semoga ini bukan akhir ya guys walaupun magang kita dah hampir berakhir,😭,,,,['https://pbs.twimg.com/media/ElAx3c9U8AA_op-?format=jpg&name=small'],https://twitter.com/Ridwan_mrr/status/1319609521870794753
